0.000000	0.573099
0.000001	0.315359
0.000002	0.564298
0.000003	0.569607
0.000004	0.462761
0.000005	0.516329
0.000006	0.767720
0.000007	0.996965
0.000008	0.765604
0.000009	0.599713
0.000010	0.503222
0.000011	0.737045
0.000012	0.753368
0.000013	0.876706
0.000014	0.992558
0.000015	0.811897
0.000016	0.981237
0.000017	0.822199
0.000018	0.761946
0.000019	0.986609
0.000020	1.249568
0.000021	1.079001
0.000022	1.057448
0.000023	1.285501
0.000024	0.988616
0.000025	1.023289
0.000026	1.303741
0.000027	1.117768
0.000028	1.400424
0.000029	1.279069
0.000030	1.319263
0.000031	1.249653
0.000032	1.344982
0.000033	1.342050
0.000034	1.479783
0.000035	1.480313
0.000036	1.650754
0.000037	1.495042
0.000038	1.565805
0.000039	1.670306
0.000040	1.669318
0.000041	1.579429
0.000042	1.726612
0.000043	1.668528
0.000044	1.637822
0.000045	1.426130
0.000046	1.804529
0.000047	1.816119
0.000048	1.640941
0.000049	1.576730
0.000050	1.682303
0.000051	1.894369
0.000052	1.561967
0.000053	1.966925
0.000054	1.525759
0.000055	1.732529
0.000056	2.009799
0.000057	1.838664
0.000058	1.779160
0.000059	1.947111
0.000060	1.746198
0.000061	2.023614
0.000062	1.997815
0.000063	2.018816
0.000064	1.814824
0.000065	2.064988
0.000066	1.850815
0.000067	2.061447
0.000068	1.681214
0.000069	1.967048
0.000070	1.958383
0.000071	1.892101
0.000072	2.106834
0.000073	2.090835
0.000074	1.976605
0.000075	2.066653
0.000076	1.887095
0.000077	1.950015
0.000078	1.919812
0.000079	1.814985
0.000080	1.943444
0.000081	2.023270
0.000082	1.929722
0.000083	1.972608
0.000084	2.050934
0.000085	2.094738
0.000086	2.168069
0.000087	2.071869
0.000088	2.261600
0.000089	2.210806
0.000090	2.227328
0.000091	2.174787
0.000092	2.143736
0.000093	2.081102
0.000094	1.807361
0.000095	1.953927
0.000096	1.943641
0.000097	2.173629
0.000098	1.961397
0.000099	2.166011
0.000100	1.844559
0.000101	2.058686
0.000102	2.249060
0.000103	1.653700
0.000104	2.125832
0.000105	1.958434
0.000106	2.088977
0.000107	1.810195
0.000108	2.075088
0.000109	2.099519
0.000110	1.849925
0.000111	1.887151
0.000112	2.167194
0.000113	1.838325
0.000114	1.843681
0.000115	1.981972
0.000116	1.744548
0.000117	2.139415
0.000118	1.875885
0.000119	1.813321
0.000120	1.903355
0.000121	1.944482
0.000122	1.845935
0.000123	1.995107
0.000124	2.099368
0.000125	2.003273
0.000126	2.031671
0.000127	1.723747
0.000128	1.902226
0.000129	1.889630
0.000130	1.875543
0.000131	1.743851
0.000132	2.051070
0.000133	1.873828
0.000134	1.928940
0.000135	1.843508
0.000136	1.555488
0.000137	1.744177
0.000138	2.189552
0.000139	1.822282
0.000140	1.960181
0.000141	1.761689
0.000142	1.538096
0.000143	2.026476
0.000144	2.121147
0.000145	2.007014
0.000146	1.697162
0.000147	1.957062
0.000148	1.670571
0.000149	1.804485
0.000150	1.681037
0.000151	1.887902
0.000152	1.686998
0.000153	1.696445
0.000154	2.096742
0.000155	1.806525
0.000156	2.015025
0.000157	1.848829
0.000158	1.791638
0.000159	1.883676
0.000160	1.932054
0.000161	1.816447
0.000162	1.749494
0.000163	1.923100
0.000164	1.762283
0.000165	2.113455
0.000166	1.633849
0.000167	1.746843
0.000168	1.811393
0.000169	1.627483
0.000170	1.774837
0.000171	2.150078
0.000172	1.811846
0.000173	1.695561
0.000174	2.131005
0.000175	1.924167
0.000176	1.921531
0.000177	1.917716
0.000178	1.575897
0.000179	2.068194
0.000180	1.814468
0.000181	1.709177
0.000182	1.751133
0.000183	1.780025
0.000184	1.790932
0.000185	1.995034
0.000186	1.802111
0.000187	1.864752
0.000188	1.642524
0.000189	1.902592
0.000190	2.057620
0.000191	1.481344
0.000192	1.836227
0.000193	2.094531
0.000194	2.050599
0.000195	1.667377
0.000196	1.556460
0.000197	1.672634
0.000198	1.629466
0.000199	2.291344
0.000200	1.904922
0.000201	1.603478
0.000202	1.993230
0.000203	1.738487
0.000204	1.849155
0.000205	1.777933
0.000206	1.865550
0.000207	1.626864
0.000208	1.629638
0.000209	1.961956
0.000210	1.900191
0.000211	1.736140
0.000212	1.967762
0.000213	1.888177
0.000214	1.798815
0.000215	2.010320
0.000216	1.578121
0.000217	1.510999
0.000218	1.751532
0.000219	1.629818
0.000220	1.617376
0.000221	1.562476
0.000222	1.692245
0.000223	1.499453
0.000224	1.990272
0.000225	1.614314
0.000226	1.350623
0.000227	1.659354
0.000228	1.553537
0.000229	1.721639
0.000230	1.645798
0.000231	1.635678
0.000232	1.470570
0.000233	1.585908
0.000234	1.438012
0.000235	1.351232
0.000236	1.173538
0.000237	1.403359
0.000238	1.462990
0.000239	1.291149
0.000240	1.489488
0.000241	1.383035
0.000242	1.177845
0.000243	1.451887
0.000244	1.603438
0.000245	1.282546
0.000246	1.168890
0.000247	1.189772
0.000248	1.341239
0.000249	1.347550
0.000250	1.305062
0.000251	1.030236
0.000252	1.057015
0.000253	1.134210
0.000254	1.161884
0.000255	1.017862
0.000256	0.958325
0.000257	0.669503
0.000258	1.082150
0.000259	0.869167
0.000260	0.874253
0.000261	0.879248
0.000262	0.998193
0.000263	0.875534
0.000264	0.885251
0.000265	0.817378
0.000266	0.586003
0.000267	0.666521
0.000268	0.537607
0.000269	0.409721
0.000270	0.556556
0.000271	0.427082
0.000272	0.500662
0.000273	0.575308
0.000274	0.395637
0.000275	0.471094
0.000276	0.510894
0.000277	0.679999
0.000278	0.521525
0.000279	0.330629
0.000280	0.431794
0.000281	-0.009217
0.000282	0.304066
0.000283	0.109319
0.000284	-0.006671
0.000285	0.145437
0.000286	0.032886
0.000287	0.059430
0.000288	0.239016
0.000289	0.001445
0.000290	-0.025400
0.000291	-0.031459
0.000292	-0.070233
0.000293	0.106013
0.000294	-0.028856
0.000295	0.001821
0.000296	-0.072475
0.000297	-0.110952
0.000298	-0.207718
0.000299	-0.378196
0.000300	-0.214915
0.000301	-0.411368
0.000302	-0.207707
0.000303	-0.205673
0.000304	-0.269300
0.000305	-0.371282
0.000306	-0.438993
0.000307	-0.475921
0.000308	-0.467385
0.000309	-0.602798
0.000310	-0.460013
0.000311	-0.653344
0.000312	-0.745844
0.000313	-0.883691
0.000314	-0.590375
0.000315	-0.735625
0.000316	-0.708335
0.000317	-0.705705
0.000318	-0.693398
0.000319	-0.626797
0.000320	-1.007162
0.000321	-1.154392
0.000322	-0.904924
0.000323	-0.623614
